cat__Tone_of_Ad_emotional,cat__Tone_of_Ad_funny,cat__Tone_of_Ad_serious,cat__Weather_cloudy,cat__Weather_rainy,cat__Weather_sunny,cat__Coffee_Consumption_high,cat__Coffee_Consumption_low,cat__Coffee_Consumption_medium,num__id,num__Id,num__Web_GRP,num__TV_GRP,num__Facebook_GRP,num__No_of_Web_Banners,num__Avg_Temperature,num__No_of_Rabbits,num__Network_Five_G,num__No_of_iPhone_14_Sold,num__No_of_Big_Cities,num__Health_Index,num__Sustainability_Index,num__Choc_Capital_Distance,num__No_of_Competitors,num__Import_Regulations,num__Time_in_Region,num__Percent_Internet_Access,num__Percent_Uni_Degrees,num__Percent_Unemployed,num__Gender,num__Avg_No_of_Cust_Complaints,num__Avg_Customer_Age,num__sales
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0934792405522422,1.0934792405522422,0.37189597390064527,-1.470179153240039,-0.2456592177248337,-0.7135764114178434,-1.0032409171431793,0.6252972405261272,0.8301741920760904,0.59682604024845,0.025828499910081047,-1.7304271178409438,-0.05280018758642446,-0.34734299871240243,1.004905787254669,0.5269564826270037,-1.7470353615537606,-1.5912209354680955,0.0,-0.3208711932311015,-0.9710845387231486,-0.870647348671378,-0.07410053030440232,-1.4707138414880285
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.3127300840701324,-1.3127300840701324,-0.012294081781838113,1.463777792630866,0.26499602976304165,0.0009527054892092987,-1.1810784704065649,0.7743194618145276,0.8301741920760904,-1.2080914201803306,0.025828499910081047,0.956015313085796,-0.6279059652393878,1.4925507558498357,0.01970403504420878,0.5269564826270037,-0.7511007136371274,-0.4785366596564674,0.24337696842566986,0.6670327268153935,-0.9710845387231486,-1.0699105502287578,-0.6470427749260683,-0.6890799001931507
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4599421549343854,1.4599421549343854,0.7560860295831286,-1.470179153240039,0.3671270792606167,0.715481822396262,-1.1810784704065649,-0.4178583084926747,0.8301741920760904,1.1743996275856599,0.025828499910081047,0.21724364458094256,1.8368330818447407,-1.1139653964466683,0.01970403504420878,0.5269564826270037,-1.0623302911110752,0.01598968514870065,-0.4867539368513397,-0.9136135452589985,1.029776461393229,0.258510793487107,1.1290781834010963,-1.1885242703270995
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.4855899493447282,-1.4855899493447282,0.37189597390064527,-0.9367324358089655,-0.2456592177248337,1.4300109393033147,0.24162195570052017,0.7743194618145276,0.8301741920760904,-1.063698023346028,0.9943972465381301,0.3515657661272795,0.11151574888585077,-1.482633246143596,-1.9506994693767115,0.5269564826270037,-0.502117051657969,-0.6021682458577594,-1.2168848421283494,0.6670327268153935,-0.9710845387231486,1.4540900028313852,-0.4751601015395685,-0.5906604164266378
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.2928568789500167,-0.2928568789500167,1.9086561966305786,-1.3368174738822707,0.673520227753342,-0.7135764114178434,-0.8254033638797936,-1.0139471936462758,-1.2045664747770721,2.0407600085914743,-0.9427402467179681,-0.11856165928489995,-0.9565378381839382,0.00030733805787812644,1.004905787254669,0.5269564826270037,-1.9337731080381293,2.859516167778417,1.2168848421283494,0.6670327268153935,1.029776461393229,0.7234582637876597,-0.1886889792287355,-1.550988690822024
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.575477079287518,-1.575477079287518,-0.7806741931468049,-0.6700090770934286,-1.98188705918361,0.0009527054892092987,-0.6475658106164079,-0.26883608720427443,-1.2045664747770721,0.9578095323342061,-0.9427402467179681,-1.058816510109259,0.686621526538814,1.5421658683324129,0.01970403504420878,0.5269564826270037,-0.06639564319444198,1.1286739609603287,0.24337696842566986,0.2718711587967955,1.029776461393229,-2.265489759573036,-0.6470427749260683,-0.287208063620723
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6619070119248158,-1.6619070119248158,-0.3964841374643215,2.530671227493013,0.5713891782557668,0.0009527054892092987,-1.0032409171431793,0.3272527979493267,0.8301741920760904,-0.5583211344259695,0.025828499910081047,0.28440470535411105,0.6044635583026764,-0.5995531538321699,0.01970403504420878,0.5269564826270037,0.12034210328992676,-2.4566420388771397,0.4867539368513397,-1.3087751132775967,1.029776461393229,1.7861953387603515,-1.2199850195477344,-0.006446733473053779
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0880122592131576,-1.0880122592131576,1.140276085265612,-0.5366473977356602,-1.1648386632030094,-0.7135764114178434,-1.3589160236699505,-0.7159027510694752,0.8301741920760904,-0.2695343407573646,0.025828499910081047,1.4261427384979755,1.8368330818447407,0.6708004553571506,0.01970403504420878,0.5269564826270037,0.43157168076387464,-0.6021682458577594,-0.24337696842566986,1.4573558628525896,-0.9710845387231486,0.12566865911552053,-0.8189254483125681,0.1051800076453979
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.47954553344658024,-0.47954553344658024,0.37189597390064527,-0.003200680304586563,0.26499602976304165,0.715481822396262,0.5972970622272914,0.17823057666092643,-1.2045664747770721,0.23584254816269393,0.9943972465381301,0.01576046226143705,0.686621526538814,0.20359147947954861,1.004905787254669,0.5269564826270037,0.680555342743033,0.2632528575512847,-1.460261810554019,-0.7160327612496995,-0.9710845387231486,0.6570371966018664,-0.13139475476656892,0.5972779590393998
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.6688214065357998,-1.6688214065357998,-0.3964841374643215,0.7969693958420239,0.3671270792606167,0.0009527054892092987,-0.8254033638797936,-0.11981386591587413,-1.2045664747770721,-0.05294424550591096,0.025828499910081047,0.687371069993122,1.1795693359556396,-0.5278868802462251,1.004905787254669,-1.8976899098285345,-0.6888547981423377,1.870463478168081,0.24337696842566986,-0.9136135452589985,-0.9710845387231486,-0.2728577439992389,-0.5324543260017351,-0.8242518925144758
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.08052043004311037,0.08052043004311037,0.37189597390064527,0.39688435776871867,0.8777823267484921,0.0009527054892092987,0.7751346154906771,0.3272527979493267,0.8301741920760904,0.4524326434141476,-0.9427402467179681,0.687371069993122,0.1936737171219884,-0.18299293861386545,1.004905787254669,-1.8976899098285345,-0.6888547981423377,-0.6021682458577594,0.7301309052770095,-0.9136135452589985,1.029776461393229,0.258510793487107,-0.7616312238504015,-0.7690698291584578
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9220667885495456,-0.9220667885495456,0.37189597390064527,-1.470179153240039,-1.1648386632030094,-1.428105528324896,1.1308097220174482,0.6252972405261272,0.8301741920760904,1.1743996275856599,0.025828499910081047,0.15008258380777403,0.686621526538814,1.7137514656679924,1.004905787254669,-1.8976899098285345,0.3070798497742955,-1.5912209354680955,-0.24337696842566986,-0.3208711932311015,1.029776461393229,0.7234582637876597,0.7280186121659301,0.05378454486527197
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5645280528119788,0.5645280528119788,0.7560860295831286,0.26352267841095023,0.9799133762460672,-0.7135764114178434,-1.3589160236699505,-0.11981386591587413,-1.2045664747770721,-0.1973376423402134,0.9943972465381301,-2.267715604026292,-0.792221901711663,0.5746711749221574,0.01970403504420878,0.5269564826270037,0.36932576526908506,-1.4675893492668035,-1.460261810554019,0.2718711587967955,-0.9710845387231486,2.4504060106182837,1.3582550812497627,0.4395692093560221
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.4276875738642015,-0.4276875738642015,0.37189597390064527,-1.8702641913133442,-0.14352816822725864,1.4300109393033147,-0.8254033638797936,-0.4178583084926747,0.8301741920760904,1.0300062307513573,0.025828499910081047,-0.051400598511731455,-0.6279059652393878,-0.7153217496248501,0.01970403504420878,0.5269564826270037,0.12034210328992676,0.3868844437525767,0.0,-0.5184519772404005,-0.9710845387231486,0.45777399504448674,-1.7356330397072337,0.021262704364404184
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.2124713622108667,-1.2124713622108667,-0.3964841374643215,0.13016099905318185,0.4692581287581918,0.0009527054892092987,0.9529721687540627,-0.11981386591587413,0.8301741920760904,1.1743996275856599,-1.9113089933460172,-0.25288378083123697,-0.13495815582256207,0.7524586613180589,-0.9654977171662513,0.5269564826270037,-0.3153793051736003,1.3759371333629127,-0.7301309052770095,0.8646135108246925,-0.9710845387231486,-0.6049630799282051,0.04048791861993088,-0.3682873470050057
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.2332145460438182,-1.2332145460438182,-2.3174344158767384,-0.803370756451197,0.3671270792606167,-1.428105528324896,0.06378440243713455,0.9233416831029279,-1.2045664747770721,-1.8578617059346914,0.025828499910081047,-0.5886890846970795,0.7687794947749517,-1.2214648068255856,0.01970403504420878,0.5269564826270037,1.6142440751648766,1.6232003057654967,-1.9470157474053589,0.2718711587967955,-0.9710845387231486,1.055563599716626,0.9571955100145965,1.714795913237762
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.65153542000834,-1.65153542000834,-0.3964841374643215,-0.4032857183778918,0.5713891782557668,-1.428105528324896,0.7751346154906771,0.6252972405261272,0.8301741920760904,1.3909897228371135,0.025828499910081047,-1.1259775708824273,-0.792221901711663,0.4464988010088329,1.004905787254669,0.5269564826270037,0.680555342743033,-1.3439577630655115,1.2168848421283494,-0.9136135452589985,-0.9710845387231486,-0.6713841471139983,0.49884171431726365,0.7105384211254769
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29832386028910113,0.29832386028910113,-0.3964841374643215,0.13016099905318185,0.673520227753342,1.4300109393033147,-0.11405315082625107,-1.0139471936462758,0.8301741920760904,2.3295468022600794,0.025828499910081047,-1.2602996924287644,1.6725171453724654,-0.9196395392232409,1.004905787254669,0.5269564826270037,0.2448339342795059,0.01598968514870065,2.190392715831029,-0.7160327612496995,1.029776461393229,-0.9370684158571713,-0.9335138972369014,-0.048042266973891745
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.1848137837669312,-1.1848137837669312,0.7560860295831286,-0.13656235966235497,0.26499602976304165,-0.7135764114178434,0.06378440243713455,1.9664972321217298,-1.2045664747770721,-1.4968782138489354,0.9943972465381301,-0.18572272005806845,-0.7100639334755253,1.1900363894630106,1.004905787254669,0.5269564826270037,0.4938175962586642,0.5105160299538687,-1.9470157474053589,0.2718711587967955,1.029776461393229,0.19208972630131377,1.3582550812497627,0.5095462732275607
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9240765725831381,0.9240765725831381,0.7560860295831286,2.3973095481352447,-1.4712318116957346,-0.7135764114178434,1.308647275280834,-1.162969414934676,0.8301741920760904,-1.641271610683238,0.025828499910081047,0.3515657661272795,-0.3814320605309749,-1.4120006207343716,1.004905787254669,0.5269564826270037,-0.19088747418402113,1.4995687195642047,0.0,0.2718711587967955,-0.9710845387231486,0.45777399504448674,1.186372407863263,-0.26905739349192137
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.285072505626197,-1.285072505626197,1.140276085265612,-2.5370725881021863,1.1841754752412172,-1.428105528324896,0.24162195570052017,0.3272527979493267,-1.2045664747770721,1.0300062307513573,0.025828499910081047,0.41872682690044805,1.5082012089001902,0.7369539386672536,0.01970403504420878,0.5269564826270037,-0.6888547981423377,-0.7257998320590514,-1.2168848421283494,-0.9136135452589985,-0.9710845387231486,0.7234582637876597,1.4728435301740959,-0.8325251456749352
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.6224304282925055,1.6224304282925055,-0.3964841374643215,1.197054433915329,-0.44992131671998387,1.4300109393033147,-0.2918907040896367,0.6252972405261272,0.8301741920760904,-0.9915013249288768,0.025828499910081047,1.0231763738589645,-0.13495815582256207,1.713062366883512,0.01970403504420878,0.5269564826270037,-0.9378384601214961,-0.10764190105259136,0.7301309052770095,-0.5184519772404005,-0.9710845387231486,0.8563003981592461,1.0717839589389297,-0.9632646291577682
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4821327520392362,-1.4821327520392362,1.5244661409480953,-0.6700090770934286,0.06073393076789151,0.0009527054892092987,-0.8254033638797936,1.8174750108333295,0.8301741920760904,0.8134161354999037,-1.9113089933460172,-0.32004484160440544,1.097411367719502,0.7059444933656428,0.01970403504420878,0.5269564826270037,-0.12864155868923155,0.6341476161551607,0.9735078737026794,-0.7160327612496995,1.029776461393229,1.1884057340882124,-1.3918676929342342,-0.3966478411989523
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.3092728867646404,-1.3092728867646404,-0.3964841374643215,-0.6700090770934286,-0.3477902672224088,0.715481822396262,1.4864848285442196,-1.0139471936462758,0.8301741920760904,-0.5583211344259695,0.9943972465381301,-0.25288378083123697,1.097411367719502,1.0415356014075192,-0.9654977171662513,0.5269564826270037,-1.0623302911110752,-0.7257998320590514,-0.24337696842566986,-0.3208711932311015,-0.9710845387231486,-0.7378052142997915,-0.8189254483125681,-1.152305477092201
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.001004892016796268,0.001004892016796268,-1.933244360194255,0.5302460371264871,-1.8797560096860348,0.0009527054892092987,-0.11405315082625107,-1.3119916362230764,0.8301741920760904,0.4524326434141476,-1.9113089933460172,-0.9916554493360904,-0.3814320605309749,-1.5591232112209026,1.004905787254669,0.5269564826270037,-1.8092812770485502,-0.9730630044616354,0.24337696842566986,2.4452597828990847,-0.9710845387231486,0.5906161294160732,1.587431979098429,-1.564000941927854
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.323101675986608,-1.323101675986608,1.5244661409480953,-1.7369025119555759,-1.2669697127005843,0.715481822396262,-1.536753576933336,0.17823057666092643,0.8301741920760904,0.30803924657984516,-0.9427402467179681,0.28440470535411105,-1.6959595523091766,1.251710730673992,-1.9506994693767115,0.5269564826270037,0.9917849202169808,0.6341476161551607,0.0,-0.9136135452589985,-0.9710845387231486,-0.20643667681344566,1.587431979098429,1.0468388083122995
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7512167073085423,0.7512167073085423,-0.3964841374643215,-0.5366473977356602,-0.2456592177248337,0.0009527054892092987,-1.1810784704065649,0.02920835537252615,-1.2045664747770721,1.246596326002811,0.9943972465381301,1.22465955617847,0.3579896535942636,-0.27877766965661865,0.01970403504420878,0.5269564826270037,0.5560635117534538,0.01598968514870065,-0.24337696842566986,-0.9136135452589985,-0.9710845387231486,-0.2728577439992389,0.7853128366280967,0.3785312779614227
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.3784168328744788,-1.3784168328744788,-0.3964841374643215,0.26352267841095023,0.06073393076789151,-1.428105528324896,-0.2918907040896367,0.7743194618145276,0.8301741920760904,-0.8471079280945744,0.9943972465381301,0.5530489484467851,1.0152533994833646,0.951608210032848,0.01970403504420878,0.5269564826270037,0.3070798497742955,0.01598968514870065,1.2168848421283494,1.4573558628525896,-0.9710845387231486,0.7898793309734529,-0.4178658770774019,0.040057951352213524
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.655862596026668,-0.655862596026668,1.9086561966305786,0.39688435776871867,0.9799133762460672,1.4300109393033147,1.1308097220174482,-0.4178583084926747,0.8301741920760904,0.7412194370827525,0.025828499910081047,-0.5886890846970795,-1.0386958064200758,-0.10305747961415772,1.004905787254669,0.5269564826270037,-1.1245762066058649,-0.35490507345517536,0.0,-0.12329040922180251,-0.9710845387231486,-2.331910826758829,-0.990808121699068,-0.8685182216208697
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.4371891870678413,-1.4371891870678413,-1.1648642488292882,0.9303310751997923,1.5926996732315175,0.715481822396262,-1.1810784704065649,-0.4178583084926747,-1.2045664747770721,0.6690227386656012,0.9943972465381301,-0.38720590237757396,-0.9565378381839382,1.4019342656906841,0.01970403504420878,-1.8976899098285345,1.4897522441752975,1.4995687195642047,-0.24337696842566986,-1.3087751132775967,1.029776461393229,0.19208972630131377,-0.8189254483125681,1.762934851592091
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.018290878544255856,0.018290878544255856,2.292846252313062,0.26352267841095023,1.1841754752412172,-1.428105528324896,0.24162195570052017,0.3272527979493267,0.8301741920760904,0.23584254816269393,1.9629659931661794,0.956015313085796,-1.1208537746562135,-1.0474673637443253,1.004905787254669,0.5269564826270037,0.6183094272482433,-0.23127348725388336,-2.4337696842566987,0.2718711587967955,-0.9710845387231486,-0.007173475256065941,-1.6783388152450671,0.7235133929307308
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1764519758840482,1.1764519758840482,-1.5490543045117715,0.7969693958420239,2.511879118709693,0.715481822396262,-1.3589160236699505,-1.4610138575114766,-1.2045664747770721,-1.1358947217631792,0.025828499910081047,-1.058816510109259,0.3579896535942636,1.7478618554997642,-1.9506994693767115,0.5269564826270037,0.43157168076387464,1.4995687195642047,0.7301309052770095,2.4452597828990847,-0.9710845387231486,0.45777399504448674,0.49884171431726365,0.40762218016594126
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.863294434356183,-0.863294434356183,1.5244661409480953,1.0636927545575607,0.26499602976304165,-0.7135764114178434,-1.0032409171431793,-0.8649249723578756,-1.2045664747770721,-0.4861244360088183,-0.9427402467179681,1.0231763738589645,-1.7781175205453144,-0.8507296607752171,-0.9654977171662513,0.5269564826270037,1.7387359061544558,0.6341476161551607,0.9735078737026794,1.4573558628525896,1.029776461393229,-1.8005422892724834,-0.13139475476656892,2.1407507993039925
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.13583558693098105,0.13583558693098105,-0.012294081781838113,0.6636077164842554,-0.9605765642078592,1.4300109393033147,0.7751346154906771,-0.11981386591587413,0.8301741920760904,-1.1358947217631792,-0.9427402467179681,0.5530489484467851,0.44014762183040124,-1.6411259665740512,-0.9654977171662513,0.5269564826270037,-0.3776252206683899,-0.8494314182603434,0.9735078737026794,-0.9136135452589985,1.029776461393229,-1.6012790877151035,-1.3345734684720676,-0.5239298470738362
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8618470210842837,0.8618470210842837,0.37189597390064527,-0.4032857183778918,-0.8584455147102842,-1.428105528324896,-1.7145911301967216,-0.8649249723578756,0.8301741920760904,1.1022029291685085,0.9943972465381301,-0.32004484160440544,-0.5457479970032502,-0.9034457177879552,0.01970403504420878,0.5269564826270037,-0.7511007136371274,0.5105160299538687,-0.9735078737026794,0.8646135108246925,1.029776461393229,-0.3392788111850321,0.8426070610902633,-0.7234837240514326
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2919869002371809,-1.2919869002371809,2.292846252313062,1.9972245100619395,0.06073393076789151,0.0009527054892092987,0.24162195570052017,-0.4178583084926747,0.8301741920760904,-0.9915013249288768,0.9943972465381301,-1.8647492393872809,0.6044635583026764,-0.8875964457449098,-0.9654977171662513,0.5269564826270037,0.3070798497742955,-0.8494314182603434,0.24337696842566986,-1.1111943292682975,-0.9710845387231486,0.39135292785869347,-0.4751601015395685,0.2628775735386027
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.681202782485868,1.681202782485868,0.37189597390064527,0.13016099905318185,-1.1648386632030094,0.715481822396262,-1.3589160236699505,-0.26883608720427443,0.8301741920760904,0.30803924657984516,0.025828499910081047,0.21724364458094256,-1.613801584073039,1.3967660248070823,0.01970403504420878,0.5269564826270037,-0.6266088826475482,-0.9730630044616354,-0.24337696842566986,-0.7160327612496995,1.029776461393229,-0.4721209455566186,-1.1626907950855676,-0.5398274272840128
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5714424474229626,0.5714424474229626,1.140276085265612,-0.2699240390201234,0.775651277250917,-0.7135764114178434,0.4194595089639058,1.519430568256529,0.8301741920760904,0.9578095323342061,0.025828499910081047,0.3515657661272795,-1.203011742892351,-0.29462694169966414,1.004905787254669,0.5269564826270037,0.18258801878471634,0.13962127134999266,0.7301309052770095,-0.5184519772404005,1.029776461393229,-0.007173475256065941,1.0144897344767632,0.19881930871542747
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04940565429368311,0.04940565429368311,-0.012294081781838113,0.6636077164842554,-0.654183415715134,0.0009527054892092987,0.7751346154906771,2.2645416746985303,0.8301741920760904,0.4524326434141476,-0.9427402467179681,0.41872682690044805,1.1795693359556396,0.7717534272835056,1.990107539465129,0.5269564826270037,-0.19088747418402113,0.8814107885577447,-0.9735078737026794,-1.3087751132775967,-0.9710845387231486,-0.07359454244185917,1.3582550812497627,-0.38156685519187
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7131875369481312,0.7131875369481312,-0.012294081781838113,-0.003200680304586563,0.26499602976304165,-1.428105528324896,0.24162195570052017,0.17823057666092643,-1.2045664747770721,1.1022029291685085,0.9943972465381301,0.15008258380777403,0.44014762183040124,-1.0777877102614557,1.004905787254669,0.5269564826270037,-0.12864155868923155,0.13962127134999266,0.0,0.2718711587967955,-0.9710845387231486,-0.14001560962765242,0.7280186121659301,-0.2900659658110742
